It is possible to add to this file steel section data
Items are: A,Iy,Iz,Iyz,J,Wy,Wz,Aty,Atz,Yg,Zg,COMMENTS
The 'Comments' field can contain data to display in window (Use . to separate lines)
Some values can be left void
units are m (International System)
If there exists images in directory '../images' with name 'profile_PREFIX.gif' 
and 'icon_PREFIX.gif', they will be used by the program
Check file 'steelsections.csv' for details
NAME;A;Iy;Iz;Iyz;J;Wy;Wz;Aty;Atz;Yg;Zg;COMMENTS
TUBE-40-2;0.000238761;4.32157e-008;4.32157e-008;0;8.64315e-008;2.16078e-006;2.16078e-006;0.000238761;0.000238761;;;Generated by RamSeries
R-40-40;0.0016;2.13333e-007;2.13333e-007;0;3.84e-007;1.06667e-005;1.06667e-005;0.0016;0.0016;;;Generated by RamSeries
TUBE-40-3;0.000348717;6.00665e-008;6.00665e-008;0;1.20133e-007;3.00333e-006;3.00333e-006;0.000348717;0.000348717;;;Generated by RamSeries
HP-60-7;5.0E-004;17.3E-008;1;0.0;0.0;6.7E-006;0.0;0.0;0.0;0.034;0.0;e=0.007m h=0.06m
HP-60-8;5.6E-004;19.2E-008;1;0.0;0.0;7.3E-006;0.0;0.0;0.0;0.034;0.0;e=0.008m h=0.06m
HP-80-6;6.2E-004;38.7E-008;1;0.0;0.0;12.0E-006;0.0;0.0;0.0;0.048;0.0;e=0.006m h=0.08m
HP-80-7;7.0E-004;43.4E-008;1;0.0;0.0;13.1E-006;0.0;0.0;0.0;0.047;0.0;e=0.007m h=0.08m
HP-80-8;7.8E-004;48.0E-008;1;0.0;0.0;14.2E-006;0.0;0.0;0.0;0.046;0.0;e=0.008m h=0.08m
HP-100-6;7.7E-004;76.1E-008;1;0.0;0.0;18.9E-006;0.0;0.0;0.0;0.06;0.0;e=0.006m h=0.1m
HP-100-7;8.7E-004;85.3E-008;1;0.0;0.0;20.6E-006;0.0;0.0;0.0;0.059;0.0;e=0.007m h=0.1m
HP-100-8;9.7E-004;94.3E-008;1;0.0;0.0;22.3E-006;0.0;0.0;0.0;0.058;0.0;e=0.008m h=0.1m
HP-120-6;9.7E-004;138.4E-008;1;0.0;0.0;29.8E-006;0.0;0.0;0.0;0.074;0.0;e=0.006m h=0.12m
HP-120-7;10.9E-004;154.7E-008;1;0.0;0.0;32.3E-006;0.0;0.0;0.0;0.072;0.0;e=0.007m h=0.12m
HP-120-8;12.1E-004;170.7E-008;1;0.0;0.0;34.7E-006;0.0;0.0;0.0;0.071;0.0;e=0.008m h=0.12m
HP-140-7;12.7E-004;247.7E-008;1;0.0;0.0;44.5E-006;0.0;0.0;0.0;0.084;0.0;e=0.007m h=0.14m
HP-140-8;14.1E-004;273.1E-008;1;0.0;0.0;47.8E-006;0.0;0.0;0.0;0.083;0.0;e=0.008m h=0.14m
HP-160-7;14.6E-004;373.1E-008;1;0.0;0.0;58.9E-006;0.0;0.0;0.0;0.097;0.0;e=0.007m h=0.16m
HP-160-8;16.2E-004;411.2E-008;1;0.0;0.0;63.3E-006;0.0;0.0;0.0;0.095;0.0;e=0.008m h=0.16m
HP-160-9;17.8E-004;448.6E-008;1;0.0;0.0;67.6E-006;0.0;0.0;0.0;0.094;0.0;e=0.009m h=0.16m
HP-180-8;18.9E-004;609.1E-008;1;0.0;0.0;85.7E-006;0.0;0.0;0.0;0.109;0.0;e=0.008m h=0.18m
HP-180-9;20.7E-004;663.6E-008;1;0.0;0.0;91.3E-006;0.0;0.0;0.0;0.107;0.0;e=0.009m h=0.18m
HP-180-10;22.5E-004;717.2E-008;1;0.0;0.0;96.8E-006;0.0;0.0;0.0;0.106;0.0;e=0.01m h=0.18m 
HP-200-9;23.7E-004;942.4E-008;1;0.0;0.0;119.7E-006;0.0;0.0;0.0;0.121;0.0;e=0.009m h=0.20m
HP-200-10;25.7E-004;1017.4E-008;1;0.0;0.0;126.5E-006;0.0;0.0;0.0;0.12;0.0;e=0.01m h=0.20m
HP-220-10;29.0E-004;1396.5E-008;1;0.0;0.0;161.5E-006;0.0;0.0;0.0;0.134;0.0;e=0.01m h=0.22m
HP-220-11;31.2E-004;1496.5E-008;1;0.0;0.0;169.8E-006;0.0;0.0;0.0;0.132;0.0;e=0.011m h=0.22m
HP-240-10;32.5E-004;1865.1E-008;1;0.0;0.0;202.2E-006;0.0;0.0;0.0;0.148;0.0;e=0.01m h=0.24m
HP-240-11;34.9E-004;1997.5E-008;1;0.0;0.0;212.1E-006;0.0;0.0;0.0;0.146;0.0;e=0.011m h=0.24m
HP-260-10;36.1E-004;2434.3E-008;1;0.0;0.0;248.8E-006;0.0;0.0;0.0;0.162;0.0;e=0.01m h=0.26m
HP-260-11;38.7E-004;2605.8E-008;1;0.0;0.0;260.6E-006;0.0;0.0;0.0;0.16;0.0;e=0.011m h=0.26m
HP-260-12;41.3E-004;2774.2E-008;1;0.0;0.0;272.3E-006;0.0;0.0;0.0;0.158;0.0;e=0.012m h=0.26m
HP-280-11;42.7E-004;3333.5E-008;1;0.0;0.0;315.7E-006;0.0;0.0;0.0;0.174;0.0;e=0.011m h=0.28m
HP-280-12;45.5E-004;3547.5E-008;1;0.0;0.0;329.3E-006;0.0;0.0;0.0;0.172;0.0;e=0.012m h=0.28m
HP-300-11;46.8E-004;4192.7E-008;1;0.0;0.0;377.7E-006;0.0;0.0;0.0;0.189;0.0;e=0.011m h=0.30m
HP-300-12;49.8E-004;4460.5E-008;1;0.0;0.0;393.5E-006;0.0;0.0;0.0;0.187;0.0;e=0.012m h=0.30m
HP-300-13;52.8E-004;4723.5E-008;1;0.0;0.0;409.2E-006;0.0;0.0;0.0;0.185;0.0;e=0.013m h=0.30m
HP-320-12;54.2E-004;5526.6E-008;1;0.0;0.0;465.1E-006;0.0;0.0;0.0;0.201;0.0;e=0.012m h=0.32m
HP-320-13;57.4E-004;5850.9E-008;1;0.0;0.0;483.1E-006;0.0;0.0;0.0;0.199;0.0;e=0.013m h=0.32m
HP-340-12;58.8E-004;6759.2E-008;1;0.0;0.0;544.6E-006;0.0;0.0;0.0;0.216;0.0;e=0.012m h=0.34m
HP-340-14;65.6E-004;7542.6E-008;1;0.0;0.0;585.3E-006;0.0;0.0;0.0;0.211;0.0;e=0.014m h=0.34m
HP-370-13;69.7E-004;9471.8E-008;1;0.0;0.0;703.8E-006;0.0;0.0;0.0;0.235;0.0;e=0.013m h=0.37m
HP-370-15;77.1E-004;10486.0E-008;1;0.0;0.0;752.1E-006;0.0;0.0;0.0;0.231;0.0;e=0.015m h=0.37m
HP-400-14;81.5E-004;12928.5E-008;1;0.0;0.0;891.3E-006;0.0;0.0;0.0;0.255;0.0;e=0.014m h=0.40m
HP-400-16;89.5E-004;14215.1E-008;1;0.0;0.0;947.9E-006;0.0;0.0;0.0;0.25;0.0;e=0.016m h=0.40m
HP-430-14;89.9E-004;16432.5E-008;1;0.0;0.0;1076.3E-006;0.0;0.0;0.0;0.277;0.0;e=0.014m h=0.43m
HP-430-15;94.2E-004;17254.4E-008;1;0.0;0.0;1109.5E-006;0.0;0.0;0.0;0.274;0.0;e=0.015m h=0.43m
NAVALT-150-7-60-6;14.1E-004;360E-008;1;0.0;2.15E-008;38E-006;0.0;0.0591;0.0591;0.095;0.0;b=0.06m e=0.007m e1=0.006m h=0.150m 
NAVALT-220-7-100-10;25.4E-004;1424E-008;1;0.0;5.85E-008;92E-006;0.0;0.0328;0.0328;0.155;0.0;b=0.1m e=0.007m e1=0.010m h=0.220m
NAVALT-250-7-100-10;27.5E-004;1988E-008;1;0.0;6.19E-008;115E-006;0.0;0.0303;0.0303;0.172;0.0;b=0.1m e=0.007m e1=0.010m h=0.250m
NAVALT-250-7-100-12;29.5E-004;2135E-008;1;0.0;8.62E-008;120E-006;0.0;0.0282;0.0282;0.178;0.0;b=0.1m e=0.007m e1=0.012m h=0.250m
NAVALT-280-7-100-12;31.6E-004;2869E-008;1;0.0;8.96E-008;147E-006;0.0;0.0264;0.0264;0.195;0.0;b=0.1m e=0.007m e1=0.012m h=0.280m
NAVALT-280-7-110-12;32.8E-004;2963E-008;1;0.0;9.54E-008;149E-006;0.0;0.0254;0.0254;0.199;0.0;b=0.11m e=0.007m e1=0.012m h=0.280m
NAVALT-300-7-110-12;34.2E-004;3549E-008;1;0.0;9.77E-008;169E-006;0.0;0.0244;0.0244;0.210;0.0;b=0.11m e=0.007m e1=0.012m h=0.300m
NAVALT-300-7-120-12;35.4E-004;3656E-008;1;0.0;10.34E-008;171E-006;0.0;0.0235;0.0235;0.213;0.0;b=0.12m e=0.007m e1=0.012m h=0.300m
NAVALT-320-7-120-12;36.8E-004;4329E-008;1;0.0;10.57E-008;192E-006;0.0;0.0226;0.0226;0.225;0.0;b=0.12m e=0.007m e1=0.012m h=0.320m
NAVALT-320-7-120-14;39.2E-004;4592E-008;1;0.0;14.63E-008;198E-006;0.0;0.0213;0.0213;0.232;0.0;b=0.12m e=0.007m e1=0.014m h=0.320m
NAVALT-330-7-120-14;39.9E-004;4977E-008;1;0.0;14.74E-008;210E-006;0.0;0.0209;0.0209;0.237;0.0;b=0.12m e=0.007m e1=0.014m h=0.330m
NAVALT-340-7-130-14;42.0E-004;5527E-008;1;0.0;15.78E-008;224E-006;0.0;0.0198;0.0198;0.247;0.0;b=0.13m e=0.007m e1=0.014m h=0.340m
NAVALT-350-7-130-14;42.7E-004;5963E-008;1;0.0;15.89E-008;236E-006;0.0;0.0195;0.0195;0.253;0.0;b=0.13m e=0.007m e1=0.014m h=0.350m
NAVALT-360-7-140-14;44.8E-004;6580E-008;1;0.0;16.92E-008;251E-006;0.0;0.0186;0.0186;0.262;0.0;b=0.14m e=0.007m e1=0.014m h=0.360m
NAVALT-370-8-140-14;49.2E-004;7727E-008;1;0.0;19.12E-008;296E-006;0.0;0.0169;0.0169;0.261;0.0;b=0.14m e=0.008m e1=0.014m h=0.370m
NAVALT-380-8-140-14;50.0E-004;8286E-008;1;0.0;19.29E-008;310E-006;0.0;0.0167;0.0167;0.267;0.0;b=0.14m e=0.008m e1=0.014m h=0.380m
NAVALT-400-8-150-16;56.0E-004;10205E-008;1;0.0;27.30E-008;353E-006;0.0;0.0149;0.0149;0.289;0.0;b=0.15m e=0.008m e1=0.016m h=0.400m
NAVALT-420-8-150-16;57.6E-004;11598E-008;1;0.0;27.65E-008;386E-006;0.0;0.0145;0.0145;0.301;0.0;b=0.15m e=0.008m e1=0.016m h=0.420m
NAVALT-440-8-150-16;59.2E-004;13102E-008;1;0.0;27.99E-008;419E-006;0.0;0.0141;0.0141;0.312;0.0;b=0.15m e=0.008m e1=0.016m h=0.440m
NAVALT-460-8-160-16;62.4E-004;15046E-008;1;0.0;29.69E-008;459E-006;0.0;0.0134;0.0134;0.328;0.0;b=0.16m e=0.008m e1=0.016m h=0.460m
NAVALT-480-8-160-16;64.0E-004;16825E-008;1;0.0;30.04E-008;496E-006;0.0;0.0130;0.0130;0.339;0.0;b=0.16m e=0.008m e1=0.016m h=0.480m
NAVALT-500-8-160-16;65.6E-004;18729E-008;1;0.0;30.38E-008;534E-006;0.0;0.0127;0.0127;0.351;0.0;b=0.16m e=0.008m e1=0.016m h=0.500m
NAVALT-520-8-160-16;67.2E-004;20762E-008;1;0.0;30.72E-008;573E-006;0.0;0.0124;0.0124;0.362;0.0;b=0.16m e=0.008m e1=0.016m h=0.520m
NAVALT-530-8-160-16;68.0E-004;21827E-008;1;0.0;30.89E-008;593E-006;0.0;0.0123;0.0123;0.368;0.0;b=0.16m e=0.008m e1=0.016m h=0.530m
NAVALT-540-8-160-16;68.8E-004;22926E-008;1;0.0;31.06E-008;614E-006;0.0;0.0121;0.0121;0.373;0.0;b=0.16m e=0.008m e1=0.016m h=0.540m
